Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
IfThenElse/ExMemory 100/ExMemory 100,1.1387905623768681e-6,1.081342290568858e-6,1.2185579663323824e-6,2.2082282340221895e-7,1.6910051892669107e-7,3.169533154131062e-7
IfThenElse/ExMemory 100/ExMemory 500,1.1355267604580308e-6,1.0957306210746826e-6,1.180707442525724e-6,1.506160509681451e-7,1.0785459140998795e-7,2.0599363447258425e-7
IfThenElse/ExMemory 100/ExMemory 1000,1.0956708293055264e-6,1.0390000658491305e-6,1.1529923114530247e-6,1.799311990074751e-7,1.4401076533686402e-7,2.0629918029115106e-7
IfThenElse/ExMemory 100/ExMemory 2000,1.1833642392503626e-6,1.134521106627315e-6,1.2400558280590622e-6,1.8257535417848672e-7,1.4850371766264986e-7,2.1991524925515674e-7
IfThenElse/ExMemory 100/ExMemory 5000,1.2389392612217195e-6,1.177680582563678e-6,1.2862513612376382e-6,1.7485961820089905e-7,1.376118804833343e-7,2.137130792061391e-7
IfThenElse/ExMemory 100/ExMemory 10000,1.080660439280201e-6,1.0412597678446612e-6,1.143305657083046e-6,1.6440031694374672e-7,1.194735645281638e-7,2.485485777101493e-7
IfThenElse/ExMemory 100/ExMemory 20000,1.1903343865043493e-6,1.1185656363889815e-6,1.3335192965217864e-6,3.6933008607123386e-7,1.874504723230327e-7,6.788608507449095e-7
IfThenElse/ExMemory 500/ExMemory 100,9.421839322528191e-7,9.240739000871297e-7,9.662520866927963e-7,6.557154889803811e-8,4.6266635951422114e-8,8.942707447722313e-8
IfThenElse/ExMemory 500/ExMemory 500,1.1113163298546727e-6,1.0513834764349376e-6,1.173509750513455e-6,1.9217639187432636e-7,1.6456402574114248e-7,2.26203267148439e-7
IfThenElse/ExMemory 500/ExMemory 1000,1.040938312592198e-6,9.981900522725218e-7,1.0927757982390855e-6,1.5025520934240643e-7,1.0279185300748624e-7,2.263183163784952e-7
IfThenElse/ExMemory 500/ExMemory 2000,1.0333009818424547e-6,9.945309950082402e-7,1.0856673101422734e-6,1.6224100204421407e-7,1.1995894275576139e-7,2.245302689917746e-7
IfThenElse/ExMemory 500/ExMemory 5000,9.314415293631263e-7,9.163426211457773e-7,9.571139107488012e-7,6.805770762658825e-8,5.134964088221354e-8,9.657374824410059e-8
IfThenElse/ExMemory 500/ExMemory 10000,1.0429062968836673e-6,1.0063920232014858e-6,1.0851068116966853e-6,1.3012840444915785e-7,1.0478845305721038e-7,1.7974817591885494e-7
IfThenElse/ExMemory 500/ExMemory 20000,1.2164893740788208e-6,1.1679240693506075e-6,1.2786895326228596e-6,1.84353048237617e-7,1.5512875018934408e-7,2.0885267198644768e-7
IfThenElse/ExMemory 1000/ExMemory 100,1.1990526641475065e-6,1.1588014239633668e-6,1.256143382366047e-6,1.5442163135782223e-7,1.1061762589983037e-7,2.1260618236098566e-7
IfThenElse/ExMemory 1000/ExMemory 500,9.468887141202682e-7,9.265877494821696e-7,9.771449310647467e-7,7.422519069815397e-8,5.739532402901455e-8,9.309620908000076e-8
IfThenElse/ExMemory 1000/ExMemory 1000,1.048643039577528e-6,1.0204956651204232e-6,1.0934233854278643e-6,1.2551857124645864e-7,9.831461289157195e-8,1.8543597761769286e-7
IfThenElse/ExMemory 1000/ExMemory 2000,1.0494726246155404e-6,1.010911401379845e-6,1.086022914024892e-6,1.310628290072649e-7,1.1328459806179109e-7,1.6484443540728058e-7
IfThenElse/ExMemory 1000/ExMemory 5000,1.1260064361140438e-6,1.0974806023062052e-6,1.161927107097961e-6,1.0376920677927202e-7,7.946954300847695e-8,1.3536024882260763e-7
IfThenElse/ExMemory 1000/ExMemory 10000,1.1539206307863271e-6,1.113070190540849e-6,1.2019600262166024e-6,1.3533663042155773e-7,1.0280553107868774e-7,1.7684787800750842e-7
IfThenElse/ExMemory 1000/ExMemory 20000,9.967616285685762e-7,9.611254971767036e-7,1.118329275665603e-6,1.9592314445573426e-7,9.17721983108823e-8,3.71033529754893e-7
IfThenElse/ExMemory 2000/ExMemory 100,1.0373171410750732e-6,1.0048300163175435e-6,1.0731179794183132e-6,1.1746895882139847e-7,9.84913142103629e-8,1.4598187503386066e-7
IfThenElse/ExMemory 2000/ExMemory 500,9.381082526214506e-7,9.192684044234886e-7,9.600917956608563e-7,6.700703747228307e-8,5.100760891020889e-8,8.410905021869274e-8
IfThenElse/ExMemory 2000/ExMemory 1000,9.638011966862395e-7,9.439424792143257e-7,9.953034734322708e-7,9.290789804010983e-8,7.98680403504012e-8,1.0904285186457653e-7
IfThenElse/ExMemory 2000/ExMemory 2000,1.0679192524888445e-6,1.025033937193453e-6,1.1170497380960765e-6,1.6093379615203355e-7,1.285653235544374e-7,2.0158435875495138e-7
IfThenElse/ExMemory 2000/ExMemory 5000,1.0693105514966736e-6,1.0311412952235809e-6,1.1259404461573676e-6,1.6178190984225542e-7,1.4014873998200841e-7,2.0094612289301913e-7
IfThenElse/ExMemory 2000/ExMemory 10000,1.1353226371736308e-6,1.1074585697842125e-6,1.17063511744648e-6,1.1482253206037845e-7,8.279658861351881e-8,1.7520500150081444e-7
IfThenElse/ExMemory 2000/ExMemory 20000,9.714629728476046e-7,9.486319270197475e-7,9.948485805692394e-7,8.166358032319771e-8,6.78373909131403e-8,1.018958914287555e-7
IfThenElse/ExMemory 5000/ExMemory 100,9.83644183586132e-7,9.545949272169917e-7,1.0235847801008588e-6,1.1068002079376963e-7,6.35894583784103e-8,1.8259918728605e-7
IfThenElse/ExMemory 5000/ExMemory 500,1.074461698998612e-6,1.0303265957612642e-6,1.1352789028702273e-6,1.703704702714914e-7,1.5305722158336461e-7,2.067294429434654e-7
IfThenElse/ExMemory 5000/ExMemory 1000,9.834148033064178e-7,9.592827126386032e-7,1.0071860504118931e-6,8.407915998993156e-8,7.01151754095536e-8,9.563846997916251e-8
IfThenElse/ExMemory 5000/ExMemory 2000,1.0674658469732454e-6,1.0209882057006628e-6,1.13043413423524e-6,1.782261039628002e-7,1.4988110943726143e-7,2.1446941475243036e-7
IfThenElse/ExMemory 5000/ExMemory 5000,9.335943465712719e-7,9.192968329931572e-7,9.589732147948403e-7,6.065691723042802e-8,4.547500873087648e-8,8.09723482649606e-8
IfThenElse/ExMemory 5000/ExMemory 10000,9.832003117382658e-7,9.497567923212795e-7,1.0304819029726953e-6,1.3182710296461492e-7,1.054560253813653e-7,1.7971250490445812e-7
IfThenElse/ExMemory 5000/ExMemory 20000,9.551342022201142e-7,9.319602009200389e-7,9.808424072099782e-7,8.176188993474444e-8,6.53278250537372e-8,1.0381422726586412e-7
IfThenElse/ExMemory 10000/ExMemory 100,1.1417708970785784e-6,1.0861933398417972e-6,1.2166224673047163e-6,2.2474293630206788e-7,1.6768221300623473e-7,3.1704060889414425e-7
IfThenElse/ExMemory 10000/ExMemory 500,1.1610968209069911e-6,1.134261191446072e-6,1.2031114704566715e-6,1.190323725507767e-7,9.026316821478504e-8,1.6641913428536843e-7
IfThenElse/ExMemory 10000/ExMemory 1000,1.0532589566859725e-6,9.898076364480751e-7,1.1427374308203295e-6,2.3963932545129315e-7,1.5159284367118103e-7,4.02193183553825e-7
IfThenElse/ExMemory 10000/ExMemory 2000,1.0673030281115984e-6,1.0227730999783983e-6,1.125269286292425e-6,1.532852921670293e-7,1.300715470903705e-7,1.9404125983451295e-7
IfThenElse/ExMemory 10000/ExMemory 5000,1.1135963137524167e-6,9.849855949128963e-7,1.4881034206707263e-6,7.195606716027219e-7,1.4939510193015898e-7,1.3610757040787547e-6
IfThenElse/ExMemory 10000/ExMemory 10000,1.001638528823166e-6,9.730949497539729e-7,1.0497407449299546e-6,1.288384096343574e-7,1.0155464255866835e-7,1.830786127322403e-7
IfThenElse/ExMemory 10000/ExMemory 20000,1.0275598635912615e-6,9.888677602725503e-7,1.069130720459458e-6,1.4072366056475754e-7,1.1627709317086714e-7,1.6629837766900604e-7
IfThenElse/ExMemory 20000/ExMemory 100,1.2020604434349994e-6,1.1458213075456796e-6,1.2441007378975181e-6,1.6578471874263882e-7,1.3259314497288134e-7,2.03479638835468e-7
IfThenElse/ExMemory 20000/ExMemory 500,1.1762281114460015e-6,1.1363086557312166e-6,1.2300229658154673e-6,1.4548923369303017e-7,9.746203562116902e-8,2.1209159598154125e-7
IfThenElse/ExMemory 20000/ExMemory 1000,1.0717342158365841e-6,1.0293950215431968e-6,1.128760492604006e-6,1.5829513997084497e-7,1.1829652215236266e-7,2.1461611587971237e-7
IfThenElse/ExMemory 20000/ExMemory 2000,9.72552478546819e-7,9.455714774967928e-7,1.0551849558411004e-6,1.559207666729216e-7,5.8948732058852936e-8,2.844288579657528e-7
IfThenElse/ExMemory 20000/ExMemory 5000,9.654792928336187e-7,9.411215522661272e-7,9.930139878055843e-7,8.80375279693379e-8,6.969456112082167e-8,1.0905558401787997e-7
IfThenElse/ExMemory 20000/ExMemory 10000,9.975035072740036e-7,9.648140697720764e-7,1.0389217931217801e-6,1.267586305523894e-7,1.084199760943487e-7,1.6163118373446666e-7
IfThenElse/ExMemory 20000/ExMemory 20000,1.162834783127488e-6,1.1090650552468104e-6,1.240401880418026e-6,2.3459521063728013e-7,1.6947459950120266e-7,3.342858412371607e-7
IfThenElse/ExMemory 100/ExMemory 100,9.26778961189374e-7,9.109701041969163e-7,9.531791899556148e-7,6.558480278206111e-8,4.226994212500417e-8,9.406488558520156e-8
IfThenElse/ExMemory 100/ExMemory 500,1.0564426276968658e-6,1.0106371425832912e-6,1.1093170241737007e-6,1.6004582448501363e-7,1.2538433514853922e-7,2.2873051963487267e-7
IfThenElse/ExMemory 100/ExMemory 1000,1.0483845588997888e-6,1.0213071742708287e-6,1.0837299001016816e-6,1.0977195763898899e-7,8.88743252977158e-8,1.5262242502254848e-7
IfThenElse/ExMemory 100/ExMemory 2000,1.1683372826927267e-6,1.097389619457626e-6,1.2485067862391719e-6,2.3928070545818693e-7,1.7743199245990214e-7,3.612940278830606e-7
IfThenElse/ExMemory 100/ExMemory 5000,1.1494990677719546e-6,1.1146497239685082e-6,1.1973021980808204e-6,1.444551710874564e-7,1.0822484025442165e-7,1.9435693025090043e-7
IfThenElse/ExMemory 100/ExMemory 10000,1.103158188193625e-6,1.0667439324416637e-6,1.1572589775323692e-6,1.5804705355061246e-7,1.2647508963965848e-7,2.1437288621674762e-7
IfThenElse/ExMemory 100/ExMemory 20000,9.3599815427576e-7,9.196917297790958e-7,9.565286998641e-7,6.249553084397837e-8,4.8492827507355514e-8,7.823592144650747e-8
IfThenElse/ExMemory 500/ExMemory 100,9.63718603980427e-7,9.372436928082794e-7,1.0020989261639062e-6,1.1109021054822566e-7,7.80816631162048e-8,1.6497184773416613e-7
IfThenElse/ExMemory 500/ExMemory 500,1.0621805129566e-6,1.018504953692399e-6,1.1187555907243125e-6,1.8328412559754113e-7,1.466773879288288e-7,2.3238375023910193e-7
IfThenElse/ExMemory 500/ExMemory 1000,1.1570897560704992e-6,1.1039372609081603e-6,1.218329394322756e-6,1.74140570480416e-7,1.262389955541709e-7,2.301685560757311e-7
IfThenElse/ExMemory 500/ExMemory 2000,1.212746584356282e-6,1.1727033621970048e-6,1.273589469762486e-6,1.6923971375702968e-7,1.3228109533329308e-7,2.0661492666213693e-7
IfThenElse/ExMemory 500/ExMemory 5000,1.205880761006799e-6,1.1628314410498828e-6,1.2917604738900643e-6,2.023225197806107e-7,1.2625001340467812e-7,3.2338791363240527e-7
IfThenElse/ExMemory 500/ExMemory 10000,9.54432790918103e-7,9.265532763935836e-7,1.0025221917780521e-6,1.0923126312871205e-7,7.354619728122078e-8,1.776816362563737e-7
IfThenElse/ExMemory 500/ExMemory 20000,1.185202814088892e-6,1.1334801699714936e-6,1.2723400027107455e-6,2.2384346604285529e-7,1.385432939636984e-7,3.856418924962781e-7
IfThenElse/ExMemory 1000/ExMemory 100,1.1730932518686944e-6,1.1249662791223041e-6,1.239134456936023e-6,1.7509221670506523e-7,1.1918239706286119e-7,2.3994712778706125e-7
IfThenElse/ExMemory 1000/ExMemory 500,1.2371877879245596e-6,1.18279864512399e-6,1.3358631168152944e-6,2.4797742872569676e-7,1.4728089087450355e-7,4.2997641842429343e-7
IfThenElse/ExMemory 1000/ExMemory 1000,9.695481028630726e-7,9.444979419521675e-7,1.0109979787067887e-6,1.0736974631745767e-7,8.378441450991766e-8,1.4606579041115367e-7
IfThenElse/ExMemory 1000/ExMemory 2000,1.1610180929289495e-6,1.0518762841424851e-6,1.5564336644829847e-6,6.487062084178436e-7,1.1977497262571822e-7,1.3672413379333062e-6
IfThenElse/ExMemory 1000/ExMemory 5000,1.1484118977041577e-6,1.1057047002976969e-6,1.1942595209063209e-6,1.4483105502099858e-7,1.1559621769149913e-7,1.715938239914999e-7
IfThenElse/ExMemory 1000/ExMemory 10000,1.0200824369562985e-6,9.867482488723915e-7,1.0495985042032948e-6,1.1002686714030202e-7,9.794879703188087e-8,1.2796932831556697e-7
IfThenElse/ExMemory 1000/ExMemory 20000,9.187628501327423e-7,9.085467197804896e-7,9.348454896909017e-7,4.893303412760951e-8,3.4358214849466186e-8,6.515321195027957e-8
IfThenElse/ExMemory 2000/ExMemory 100,1.0255691295046198e-6,9.97912938069608e-7,1.0653207985308576e-6,1.1384750319407882e-7,9.16687028545351e-8,1.5451120570041583e-7
IfThenElse/ExMemory 2000/ExMemory 500,1.0851397306717453e-6,1.0229121163183687e-6,1.1460410550989215e-6,2.0064474989460398e-7,1.5780872812584443e-7,2.42618638469768e-7
IfThenElse/ExMemory 2000/ExMemory 1000,1.0156109375011704e-6,9.809659395348475e-7,1.0712392541604523e-6,1.285343923663326e-7,8.494006408849915e-8,2.1298417653162615e-7
IfThenElse/ExMemory 2000/ExMemory 2000,1.1604944953306848e-6,1.1215485721776198e-6,1.1996617428701369e-6,1.3423041697983808e-7,1.0516281410751553e-7,1.595168795599307e-7
IfThenElse/ExMemory 2000/ExMemory 5000,1.0935887827408976e-6,1.0665915416075422e-6,1.1518390813682833e-6,1.2388742176267434e-7,8.317116968469407e-8,1.9409561380970144e-7
IfThenElse/ExMemory 2000/ExMemory 10000,1.0300129780565985e-6,9.97413811902167e-7,1.0722685096959656e-6,1.2918029842175972e-7,9.742712115454573e-8,1.9298820552049059e-7
IfThenElse/ExMemory 2000/ExMemory 20000,1.2302955064631482e-6,1.1799256163449322e-6,1.2947090418058146e-6,1.6921116010232022e-7,1.3448153225860604e-7,2.3990069028650475e-7
IfThenElse/ExMemory 5000/ExMemory 100,1.2319429166061853e-6,1.20074247087063e-6,1.294337582424246e-6,1.4250371606436685e-7,1.163771782656344e-7,1.8864334531524103e-7
IfThenElse/ExMemory 5000/ExMemory 500,1.187310651249794e-6,1.14737116215065e-6,1.2534204989758012e-6,1.7018386052304306e-7,1.2159537431151956e-7,2.5784295146840345e-7
IfThenElse/ExMemory 5000/ExMemory 1000,1.1327500211704898e-6,1.0994430499018555e-6,1.1774067824614233e-6,1.1786275227382658e-7,9.04320440659784e-8,1.5710834994018378e-7
IfThenElse/ExMemory 5000/ExMemory 2000,1.143791292135697e-6,1.0197307583137841e-6,1.5193702135092373e-6,7.955776215703255e-7,1.3602927283423792e-7,1.5231549556908632e-6
IfThenElse/ExMemory 5000/ExMemory 5000,1.0098692023359756e-6,9.79454331892389e-7,1.0524719280767826e-6,1.284494204011949e-7,9.919227649382288e-8,1.701048797677803e-7
IfThenElse/ExMemory 5000/ExMemory 10000,9.805923303200432e-7,9.538875555709681e-7,1.0371885505736899e-6,1.2027114697934868e-7,9.439442276617062e-8,1.7406282411699895e-7
IfThenElse/ExMemory 5000/ExMemory 20000,1.1818650854208222e-6,1.140662914545786e-6,1.2349172390567438e-6,1.5686413977510073e-7,1.1605274579706223e-7,2.3136260527668167e-7
IfThenElse/ExMemory 10000/ExMemory 100,1.0727814462064988e-6,1.0328598378985234e-6,1.1188328465172715e-6,1.3981747357646035e-7,1.1631607334535941e-7,1.6376802387886904e-7
IfThenElse/ExMemory 10000/ExMemory 500,1.0397710818986757e-6,9.912938629390736e-7,1.1167997337383256e-6,1.9696173452900612e-7,1.5702708130964822e-7,2.509781132770521e-7
IfThenElse/ExMemory 10000/ExMemory 1000,1.1150310872248001e-6,1.0834620197046262e-6,1.1736069737362852e-6,1.3774950669483442e-7,9.83418812387732e-8,1.944793605632025e-7
IfThenElse/ExMemory 10000/ExMemory 2000,9.352712273434765e-7,9.16603469982941e-7,9.68149456469254e-7,7.599232030565349e-8,5.154725444151855e-8,1.1217648985814814e-7
IfThenElse/ExMemory 10000/ExMemory 5000,1.2934944544848664e-6,1.2406114052274658e-6,1.3432661628540902e-6,1.9186257361484045e-7,1.5800673532958138e-7,2.166768006830297e-7
IfThenElse/ExMemory 10000/ExMemory 10000,1.2213107597104322e-6,1.169108212398795e-6,1.288121648628664e-6,2.188214411444776e-7,1.8506127161300094e-7,2.5475339972068403e-7
IfThenElse/ExMemory 10000/ExMemory 20000,1.1635959934270475e-6,1.1116212138987473e-6,1.2157534234553154e-6,1.8860966282376793e-7,1.431801625186967e-7,2.5621559450125473e-7
IfThenElse/ExMemory 20000/ExMemory 100,1.040102544300769e-6,1.0001608371989582e-6,1.101257828549606e-6,1.8149629510867974e-7,1.4228030969545755e-7,2.4382178351059726e-7
IfThenElse/ExMemory 20000/ExMemory 500,1.0516486802725417e-6,1.0149630370940106e-6,1.0918092399544054e-6,1.2864925198451684e-7,1.0864733104576717e-7,1.4953487239938888e-7
IfThenElse/ExMemory 20000/ExMemory 1000,1.1047410958460873e-6,1.0503269833546924e-6,1.1622006916179977e-6,1.7868529880364944e-7,1.4047754151149416e-7,2.4848186046051824e-7
IfThenElse/ExMemory 20000/ExMemory 2000,1.0091969227998634e-6,9.862170087499533e-7,1.0346013881110278e-6,8.766129599856373e-8,7.642179932208586e-8,9.885709576148864e-8
IfThenElse/ExMemory 20000/ExMemory 5000,1.0214498296144833e-6,9.679118307083667e-7,1.079945150951126e-6,1.8893431610572093e-7,1.4220330999474906e-7,2.451844368714905e-7
IfThenElse/ExMemory 20000/ExMemory 10000,1.1802638898524672e-6,1.1271995066932233e-6,1.2475570373994434e-6,1.8473626214828214e-7,1.5308866811319273e-7,2.155910160987706e-7
IfThenElse/ExMemory 20000/ExMemory 20000,1.2063754076095751e-6,1.1501314820188927e-6,1.2866368913943004e-6,2.2563657221712237e-7,1.4245925335701267e-7,3.715325043579052e-7
AppendByteString/ExMemory 0/ExMemory 0,1.1251363127793805e-6,1.0893615263391714e-6,1.1602869960377715e-6,1.2138447112467596e-7,1.0027539249797588e-7,1.3506091205997924e-7
AppendByteString/ExMemory 0/ExMemory 250,1.158662361719516e-6,1.1046580501731728e-6,1.2741005576271356e-6,2.505037763231521e-7,1.4715167388845323e-7,4.472090499655616e-7
AppendByteString/ExMemory 0/ExMemory 500,1.264109208384344e-6,1.226867153222251e-6,1.3032759135416698e-6,1.3416757759623844e-7,1.095274576009086e-7,1.6570589678632467e-7
AppendByteString/ExMemory 0/ExMemory 750,1.4258096357267948e-6,1.3281936233121572e-6,1.7355930078660758e-6,4.954101448839173e-7,1.5374866321123417e-7,9.965699763024872e-7
AppendByteString/ExMemory 0/ExMemory 1000,1.320719694239926e-6,1.2924905725260752e-6,1.3665213516156875e-6,1.2434211177516736e-7,7.940291213907957e-8,1.8096840241270038e-7
AppendByteString/ExMemory 0/ExMemory 1250,1.4300585142505684e-6,1.237035502539666e-6,2.3495582059191945e-6,1.222304173160558e-6,1.4405443189583814e-7,2.794569845798567e-6
AppendByteString/ExMemory 0/ExMemory 1500,1.2574406008720815e-6,1.2120918726295843e-6,1.3038006557733509e-6,1.7963806718454168e-7,1.3867905145089636e-7,2.3806215694185298e-7
AppendByteString/ExMemory 0/ExMemory 1750,1.1498151835255275e-6,1.1171058380528719e-6,1.2027425442106576e-6,1.4256767768909127e-7,1.1371696149874277e-7,2.0609128006015265e-7
AppendByteString/ExMemory 0/ExMemory 2000,1.2889113360630344e-6,1.2413113720923944e-6,1.3852544760506254e-6,2.131960760472902e-7,1.6586738460895372e-7,2.74229553461382e-7
AppendByteString/ExMemory 0/ExMemory 2250,1.3961081116923261e-6,1.3407076507975482e-6,1.4575041046158574e-6,1.8682572815715458e-7,1.4625304419910397e-7,2.566971402829466e-7
AppendByteString/ExMemory 0/ExMemory 2500,1.1801050150819003e-6,1.1355922456147688e-6,1.2195201540375329e-6,1.49938113342452e-7,1.3160232028120637e-7,1.7656621031118523e-7
AppendByteString/ExMemory 0/ExMemory 2750,1.3366132325202768e-6,1.2791634229372897e-6,1.4502142174449525e-6,2.887600270832009e-7,2.0176606775887028e-7,4.668357392302373e-7
AppendByteString/ExMemory 0/ExMemory 3000,1.2436022536315466e-6,1.2008193466251322e-6,1.291753612080616e-6,1.4511658232043188e-7,1.1460239924660892e-7,1.9766407019186943e-7
AppendByteString/ExMemory 0/ExMemory 3250,1.2177575127578408e-6,1.187012659223393e-6,1.2634074817750796e-6,1.310194561262035e-7,9.954276623571685e-8,1.8845234917624667e-7
AppendByteString/ExMemory 0/ExMemory 3500,1.0845464172781843e-6,1.0558939327689765e-6,1.129346448656431e-6,1.1825823983573185e-7,8.12505868822629e-8,1.5664960631345756e-7
AppendByteString/ExMemory 0/ExMemory 3750,1.2684811655234022e-6,1.2251506108171711e-6,1.3086784899539178e-6,1.377750310109894e-7,9.779843716668527e-8,1.8944539585205674e-7
AppendByteString/ExMemory 0/ExMemory 4000,1.1518368903547866e-6,1.097181106277684e-6,1.2227447399994037e-6,2.0053109049356149e-7,1.3970779864509482e-7,3.50305440387466e-7
AppendByteString/ExMemory 0/ExMemory 4250,1.3582462596957261e-6,1.318159974250588e-6,1.4044995195938666e-6,1.384695450280734e-7,1.1185018828261768e-7,1.6975831277896517e-7
AppendByteString/ExMemory 0/ExMemory 4500,1.4651485136960068e-6,1.417580542303373e-6,1.5350518612256251e-6,2.1394682303593828e-7,1.818068829888166e-7,2.6576257485637676e-7
AppendByteString/ExMemory 0/ExMemory 4750,1.4092975897640843e-6,1.353107378680695e-6,1.478248317602099e-6,1.850942721936938e-7,1.3750804537302645e-7,2.5397048241948395e-7
AppendByteString/ExMemory 0/ExMemory 5000,1.4003540364960387e-6,1.3559059509283752e-6,1.4500700277560683e-6,1.7081418171195415e-7,1.2711687717656332e-7,2.1353779106400014e-7
AppendByteString/ExMemory 250/ExMemory 0,1.3499625527356173e-6,1.305801195654018e-6,1.3864118607410196e-6,1.3532552403699363e-7,1.1228436526151752e-7,1.7551027068620504e-7
AppendByteString/ExMemory 250/ExMemory 250,1.6154053993683668e-6,1.543444431862324e-6,1.704095624219787e-6,3.05839982027893e-7,2.0694211355204521e-7,5.517406995487015e-7
AppendByteString/ExMemory 250/ExMemory 500,1.724500594866209e-6,1.6894703093275655e-6,1.7756587400846381e-6,1.3816299150263945e-7,1.0777334675057754e-7,1.7766902995798135e-7
AppendByteString/ExMemory 250/ExMemory 750,1.877611611320489e-6,1.8099335605013097e-6,1.9790761755790532e-6,2.7352116808919636e-7,2.051854826485207e-7,3.6431919711096033e-7
AppendByteString/ExMemory 250/ExMemory 1000,2.006979763702433e-6,1.9304386600989595e-6,2.0900718931846368e-6,2.3837182282539618e-7,1.9128970376837005e-7,2.979533558182146e-7
AppendByteString/ExMemory 250/ExMemory 1250,2.11741580926342e-6,2.057336978852212e-6,2.3108073371255097e-6,3.4859463607801566e-7,7.182458858860053e-8,7.270818306065565e-7
AppendByteString/ExMemory 250/ExMemory 1500,2.554187600552135e-6,2.4306754941721943e-6,2.710018422008116e-6,4.3905563030896124e-7,3.535875869506019e-7,5.682797301132052e-7
AppendByteString/ExMemory 250/ExMemory 1750,2.4704179079789396e-6,2.3306533426374604e-6,2.969007861872081e-6,8.445967823914902e-7,1.6013455910700838e-7,1.764748256932095e-6
AppendByteString/ExMemory 250/ExMemory 2000,2.4104960553165267e-6,2.3894765940054847e-6,2.4564770851456027e-6,1.1171624868777977e-7,7.635542938729727e-8,1.8359033081074568e-7
AppendByteString/ExMemory 250/ExMemory 2250,2.5883055625661262e-6,2.4798386227871275e-6,2.7684026966527554e-6,5.025371024887378e-7,3.0009295724464245e-7,7.136147359798184e-7
AppendByteString/ExMemory 250/ExMemory 2500,2.615790297266294e-6,2.4991827949812684e-6,2.8544248261362006e-6,5.035634296447402e-7,3.0805068688734876e-7,7.656148064041691e-7
AppendByteString/ExMemory 250/ExMemory 2750,2.9164715597326503e-6,2.7503656087353103e-6,3.1725164702446895e-6,7.15546495995555e-7,5.292276574235202e-7,9.381585667864167e-7
AppendByteString/ExMemory 250/ExMemory 3000,2.925955616471026e-6,2.84802708205077e-6,3.056205200141352e-6,3.5524247576382093e-7,2.7807720615544864e-7,4.472571108556724e-7
AppendByteString/ExMemory 250/ExMemory 3250,2.9173268369496353e-6,2.8402207011481096e-6,3.0427921942432693e-6,3.527705246160432e-7,1.1485827937055141e-7,5.62611377031446e-7
AppendByteString/ExMemory 250/ExMemory 3500,3.4516989550617415e-6,3.2905280512035635e-6,3.742260453570566e-6,7.236643452029045e-7,5.306224140734285e-7,9.456605282323135e-7
AppendByteString/ExMemory 250/ExMemory 3750,4.147083254128477e-6,3.901067610432617e-6,4.4350688161284505e-6,9.79944025627742e-7,8.165084942530056e-7,1.2011878688893366e-6
AppendByteString/ExMemory 250/ExMemory 4000,4.123698284994793e-6,3.9064676182657175e-6,4.384851417010993e-6,7.558968385910094e-7,5.960853607730206e-7,9.286169552766232e-7
AppendByteString/ExMemory 250/ExMemory 4250,4.686859761815657e-6,4.357900734203917e-6,5.140838108577114e-6,1.279432144782978e-6,1.0236330021570409e-6,1.8140651674010236e-6
AppendByteString/ExMemory 250/ExMemory 4500,4.088995464046816e-6,3.911455306931084e-6,4.294796367053454e-6,5.989594083463134e-7,4.1444429719135636e-7,8.807802423616549e-7
AppendByteString/ExMemory 250/ExMemory 4750,4.758382035047113e-6,4.429285170068218e-6,5.8066384615065715e-6,1.8651959543647496e-6,7.815604925113907e-7,3.7058832820745424e-6
AppendByteString/ExMemory 250/ExMemory 5000,4.796969088913731e-6,4.564998768733047e-6,5.166229440824407e-6,9.532874561925181e-7,7.730736320844646e-7,1.3159258631647992e-6
AppendByteString/ExMemory 500/ExMemory 0,1.1743756050257397e-6,1.126339588971673e-6,1.2248688486423637e-6,1.6404739823131393e-7,1.4374686643045877e-7,1.9798938977820627e-7
AppendByteString/ExMemory 500/ExMemory 250,1.7399611295779632e-6,1.68787633605374e-6,1.8123567640004314e-6,2.0872113120196212e-7,1.3847533923138718e-7,2.792683469853547e-7
AppendByteString/ExMemory 500/ExMemory 500,1.779410793578057e-6,1.7420569962646782e-6,1.8381341094425019e-6,1.5058800376867119e-7,1.1519791445311974e-7,2.0748876818368822e-7
AppendByteString/ExMemory 500/ExMemory 750,2.1836846726095675e-6,2.090681305785433e-6,2.310770054405555e-6,3.656377212759714e-7,2.8730535599117755e-7,4.3709541763122003e-7
AppendByteString/ExMemory 500/ExMemory 1000,1.9436173715745483e-6,1.8960256789464677e-6,1.981918360846935e-6,1.2525626410538712e-7,9.852172888371628e-8,1.4964604189728016e-7
AppendByteString/ExMemory 500/ExMemory 1250,2.365556831426663e-6,2.2806130456888517e-6,2.5103223837323035e-6,3.74727878869932e-7,2.621254422671774e-7,5.457679295723057e-7
AppendByteString/ExMemory 500/ExMemory 1500,2.28955688375993e-6,2.2420127728633384e-6,2.3832643972307682e-6,2.3572445605557866e-7,8.948798995898617e-8,4.0377493158926427e-7
AppendByteString/ExMemory 500/ExMemory 1750,2.3662174861231412e-6,2.303767923831701e-6,2.4515267055302968e-6,2.502433051302214e-7,1.9041283859465002e-7,3.621697884053341e-7
