Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AddInteger/ExMemory 6/ExMemory 0,1.6945975613646868e-5,1.6880768864873096e-5,1.706959767862544e-5,2.8318335014485126e-7,1.741659054518267e-7,4.791916110446338e-7
AddInteger/ExMemory 6/ExMemory 0,1.7224125010417253e-5,1.69578365649288e-5,1.8180324276396234e-5,1.545667849751088e-6,3.5324706534979243e-7,3.195773141517987e-6
AddInteger/ExMemory 6/ExMemory 0,1.6906734091256546e-5,1.6833013916175266e-5,1.7070144322728736e-5,3.339931043881283e-7,1.8085738297099378e-7,5.545165145243445e-7
AddInteger/ExMemory 6/ExMemory 0,1.691736991741646e-5,1.6853178605517904e-5,1.700127209156746e-5,2.389019083976165e-7,1.541391000563954e-7,4.300071531860594e-7
AddInteger/ExMemory 6/ExMemory 0,1.7174535720768018e-5,1.703961353203843e-5,1.7660910402918584e-5,7.070499933916003e-7,3.30336933107025e-7,1.4164551432272027e-6
AddInteger/ExMemory 6/ExMemory 1,1.7557960086851778e-5,1.746549643476272e-5,1.7735050634620952e-5,4.193826592857142e-7,2.1736275354370562e-7,6.747120562664004e-7
AddInteger/ExMemory 6/ExMemory 3,1.7850321308928235e-5,1.7782998074909378e-5,1.8003119909246368e-5,3.280832165790238e-7,2.0528617592673404e-7,5.789114286433928e-7
AddInteger/ExMemory 6/ExMemory 6,1.8136753448326184e-5,1.789724080526919e-5,1.8744487106496545e-5,1.1953959044306144e-6,5.287579614059517e-7,2.2390021523009324e-6
AddInteger/ExMemory 6/ExMemory 13,1.817284571538962e-5,1.8016135057050313e-5,1.8490739541958763e-5,7.502829209132931e-7,3.0888380944548665e-7,1.2415812371133412e-6
AddInteger/ExMemory 6/ExMemory 27,1.782928217552015e-5,1.775308573589737e-5,1.802818788215168e-5,3.8635441823776485e-7,1.6728137844050014e-7,7.085207170248031e-7
AddInteger/ExMemory 6/ExMemory 54,1.8087936533163278e-5,1.7949317813754914e-5,1.8387046188654442e-5,6.423360689612912e-7,3.818480777343913e-7,9.851094610102584e-7
AddInteger/ExMemory 6/ExMemory 108,1.8785566663567297e-5,1.8478232511757045e-5,1.972675414724827e-5,1.6876490760023159e-6,6.391531132652192e-7,3.2709633256318294e-6
