Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AddInteger/ExMemory 0/ExMemory 0,1.3657177299161167e-6,1.3529779360888152e-6,1.3824359405359949e-6,4.9116677945871146e-8,3.124980690196704e-8,6.881253853973534e-8
AddInteger/ExMemory 0/ExMemory 0,1.701721387382909e-6,1.6350056210829431e-6,1.777505057921282e-6,2.505719696011228e-7,2.173855718057743e-7,2.99363662850773e-7
AddInteger/ExMemory 0/ExMemory 0,1.4774294088596933e-6,1.4340036728273233e-6,1.5229741607487618e-6,1.6607567395792956e-7,1.3676059210641293e-7,2.0085686790805376e-7
AddInteger/ExMemory 0/ExMemory 0,1.6427917334449834e-6,1.5767481240822987e-6,1.7150924049478285e-6,2.1008273948723378e-7,1.6033594812874836e-7,2.7261153537153026e-7
AddInteger/ExMemory 0/ExMemory 0,1.7605121231525711e-6,1.676091857185672e-6,1.8279570968621638e-6,2.5012047308073144e-7,2.1269429817411734e-7,3.208516875424666e-7
AddInteger/ExMemory 0/ExMemory 1,1.827924984437182e-6,1.7813157332142538e-6,1.9144118451815136e-6,2.1265693096003848e-7,1.7629002115599758e-7,2.721021562263001e-7
AddInteger/ExMemory 0/ExMemory 3,1.7364318941221981e-6,1.6913479103394063e-6,1.8108812043828334e-6,2.099273527795259e-7,1.6875404349517139e-7,2.8554685619205243e-7
AddInteger/ExMemory 0/ExMemory 6,1.824305535508827e-6,1.7575738446447684e-6,1.8797154888735409e-6,2.1351597527028893e-7,1.918753671952278e-7,2.37918718686944e-7
AddInteger/ExMemory 0/ExMemory 13,1.727251066543271e-6,1.643222953311227e-6,1.8050534486770857e-6,2.616850146531897e-7,2.024004583893966e-7,3.0817558521907297e-7
AddInteger/ExMemory 0/ExMemory 26,1.5428873277089407e-6,1.477965422816589e-6,1.5965701830900468e-6,1.9179925472474604e-7,1.583316203146436e-7,2.5036094134938383e-7
AddInteger/ExMemory 0/ExMemory 264,1.8226490151744949e-6,1.7542046375451416e-6,1.908267508867257e-6,2.3891878440532036e-7,1.893606818641153e-7,3.412652845723984e-7
AddInteger/ExMemory 0/ExMemory 2641,3.8337324929429035e-6,3.7471348656888807e-6,3.949639334375086e-6,3.5887963787671875e-7,2.7739157200805206e-7,4.5323247769174563e-7
AddInteger/ExMemory 0/ExMemory 26416,2.363788045204578e-5,2.2277824105570085e-5,2.499846545562418e-5,4.162691516932264e-6,3.4416738730187995e-6,4.709766304079085e-6
AddInteger/ExMemory 0/ExMemory 264160,1.9191199023343918e-4,1.8479091782337614e-4,1.9871819573008803e-4,2.6519929834371562e-5,2.093302016320317e-5,3.305568919041162e-5
AddInteger/ExMemory 0/ExMemory 2641604,1.640645184997129e-3,1.6357867745896454e-3,1.65013901497296e-3,2.1594158350314927e-5,1.506236601656334e-5,3.314618392038992e-5
AddInteger/ExMemory 0/ExMemory 0,1.3901989692418955e-6,1.3697436336777945e-6,1.4242879766421286e-6,7.901891848050903e-8,6.260486246539121e-8,9.228754025576356e-8
AddInteger/ExMemory 0/ExMemory 0,1.7073486631418149e-6,1.6142987394099666e-6,1.809589375175554e-6,2.9526152961725525e-7,2.5966556757846194e-7,3.4195703635268575e-7
AddInteger/ExMemory 0/ExMemory 0,1.6161114694761372e-6,1.571625812491628e-6,1.6843651558385836e-6,1.8806108956903918e-7,1.401136714274577e-7,2.4072149515096665e-7
AddInteger/ExMemory 0/ExMemory 0,1.6268390803045527e-6,1.5992858047967123e-6,1.6613964375821227e-6,1.0784797439820038e-7,9.058214655338389e-8,1.267531592793141e-7
AddInteger/ExMemory 0/ExMemory 0,1.4009038098206351e-6,1.3712788999675769e-6,1.4398152235336716e-6,1.2390913628895038e-7,8.28288077428684e-8,1.7866584941014704e-7
AddInteger/ExMemory 0/ExMemory 1,1.7252776765431903e-6,1.667293468758384e-6,1.8040119938418667e-6,2.0034651985245874e-7,1.5506759834628485e-7,2.4568554378640006e-7
AddInteger/ExMemory 0/ExMemory 3,1.579879784216135e-6,1.5095536151047476e-6,1.66663569003837e-6,2.472621267477116e-7,1.9322444348745484e-7,3.2106013714749815e-7
AddInteger/ExMemory 0/ExMemory 6,1.6362784349496707e-6,1.5920698843180518e-6,1.7110581530652088e-6,1.840626360615065e-7,1.5268959415390063e-7,2.425150504910867e-7
AddInteger/ExMemory 0/ExMemory 13,1.662176820578554e-6,1.6195854318466472e-6,1.7084003794392082e-6,1.7496688272412108e-7,1.0389004640662957e-7,2.1771928532204698e-7
AddInteger/ExMemory 0/ExMemory 26,2.1732754126099545e-6,2.075161615142575e-6,2.290639633384714e-6,3.5031869906870233e-7,2.939913722079378e-7,4.962925254325893e-7
AddInteger/ExMemory 0/ExMemory 264,2.1070729203834985e-6,2.0394629676947417e-6,2.193449213834861e-6,2.628554172580795e-7,2.3758638840953045e-7,2.9106722961497237e-7
AddInteger/ExMemory 0/ExMemory 2641,3.725787706660765e-6,3.5951568206257384e-6,3.894185885740152e-6,5.059249144463499e-7,4.1813814633158794e-7,5.974494756570454e-7
AddInteger/ExMemory 0/ExMemory 26416,2.2728993389618032e-5,2.1822814312414664e-5,2.4516300769641333e-5,4.2190772525821006e-6,3.4678407345560464e-6,5.978320909628225e-6
AddInteger/ExMemory 0/ExMemory 264160,1.8172461913814838e-4,1.7581403821500708e-4,1.8727038497051593e-4,1.9566423228607266e-5,1.5791382538040065e-5,2.5746424731333946e-5
AddInteger/ExMemory 0/ExMemory 2641604,1.654229376792312e-3,1.6480913138422536e-3,1.6631305373930368e-3,2.509512880880381e-5,1.8287356057368745e-5,3.5085969842559134e-5
AddInteger/ExMemory 0/ExMemory 0,1.441793132759987e-6,1.4073056760077375e-6,1.4938136047340784e-6,1.4877878018900813e-7,1.1471670835772885e-7,1.8391030857527187e-7
AddInteger/ExMemory 0/ExMemory 0,1.5091001952182061e-6,1.4595250445403509e-6,1.5878915389467563e-6,2.1227689359190646e-7,1.7483978930844715e-7,2.7826014547852073e-7
AddInteger/ExMemory 0/ExMemory 0,1.3929491572869292e-6,1.3666700921716825e-6,1.4366455482413277e-6,1.0081653700473073e-7,5.9146325164917646e-8,1.4448543429190036e-7
AddInteger/ExMemory 0/ExMemory 0,1.6017544647395064e-6,1.542144973506116e-6,1.6825519923453018e-6,2.2981422504300994e-7,1.8477380341443616e-7,2.6681576358605096e-7
AddInteger/ExMemory 0/ExMemory 0,1.6963212025961702e-6,1.6314722010772662e-6,1.7735344276038872e-6,2.590763432005532e-7,2.179379466496201e-7,3.0358063414456094e-7
AddInteger/ExMemory 0/ExMemory 1,1.5736435335828848e-6,1.5225195526481882e-6,1.6398175579841953e-6,2.008309622907699e-7,1.6200739777125152e-7,2.718484489640964e-7
AddInteger/ExMemory 0/ExMemory 3,1.4643104660609006e-6,1.4291439393203174e-6,1.5097747740577358e-6,1.36986144803791e-7,8.579430800021096e-8,2.0469551376022068e-7
AddInteger/ExMemory 0/ExMemory 6,1.716945556898622e-6,1.6601237260855945e-6,1.7867561572076847e-6,2.0868539748664155e-7,1.7661928475009966e-7,2.4850146852007856e-7
AddInteger/ExMemory 0/ExMemory 13,1.7632422680052528e-6,1.6836213938705037e-6,1.8329142385493e-6,2.2738554273685943e-7,1.9928484338668172e-7,2.745747950863157e-7
AddInteger/ExMemory 0/ExMemory 26,1.7565557314586468e-6,1.677243090381454e-6,1.8403799463077121e-6,2.6815601878683653e-7,2.1412544708054982e-7,3.1819275998061584e-7
AddInteger/ExMemory 0/ExMemory 264,2.1022950039093423e-6,2.0176629267919963e-6,2.2056284149894205e-6,3.31829028701414e-7,2.8402748009727766e-7,4.408557146880926e-7
AddInteger/ExMemory 0/ExMemory 2641,3.496410639872116e-6,3.4408726259070347e-6,3.579265598782662e-6,2.12181732473008e-7,1.511449776237525e-7,2.927813482094395e-7
AddInteger/ExMemory 0/ExMemory 26416,2.4338078135832175e-5,2.315927679736458e-5,2.5652123570078446e-5,5.108228412556234e-6,4.076580816014742e-6,5.709747262015198e-6
AddInteger/ExMemory 0/ExMemory 264160,1.992614710509588e-4,1.922898444508874e-4,2.095073813742816e-4,3.089307077198604e-5,2.7133353005515982e-5,3.603943812178413e-5
AddInteger/ExMemory 0/ExMemory 2641604,1.664339695126118e-3,1.6593139786844691e-3,1.6761887576022334e-3,2.5737780246701678e-5,1.7711063842761698e-5,4.323138923771197e-5
AddInteger/ExMemory 0/ExMemory 0,1.3838023380423923e-6,1.3621316926254792e-6,1.4118786185882692e-6,8.305365867279164e-8,6.130680783136049e-8,1.0161181530033696e-7
AddInteger/ExMemory 0/ExMemory 0,1.701325168261167e-6,1.6521750899285683e-6,1.761103742837436e-6,2.009456428374511e-7,1.6970495780023578e-7,2.485318846754743e-7
AddInteger/ExMemory 0/ExMemory 0,1.7574114238622951e-6,1.668703974223528e-6,1.8271353397135584e-6,2.5649689903830434e-7,2.3048517333322256e-7,2.9092704311615584e-7
AddInteger/ExMemory 0/ExMemory 0,1.4629827012566925e-6,1.426865078101971e-6,1.524612530921173e-6,1.605449620714176e-7,1.2437420922324841e-7,2.0445831976499318e-7
AddInteger/ExMemory 0/ExMemory 0,1.519324726206495e-6,1.4681524601237434e-6,1.590309558302371e-6,2.162049936443466e-7,1.753688016986559e-7,2.602079260265282e-7
AddInteger/ExMemory 0/ExMemory 1,1.703293402556909e-6,1.6570890860754653e-6,1.7556454242844946e-6,1.4661191158697182e-7,1.1573355081098961e-7,1.89593774902637e-7
AddInteger/ExMemory 0/ExMemory 3,1.6524730791612083e-6,1.60380365949765e-6,1.7206837413508551e-6,2.162534533860185e-7,1.8543618057577653e-7,2.6497622177703577e-7
AddInteger/ExMemory 0/ExMemory 6,1.7066725503996812e-6,1.6264560119223907e-6,1.764444214525237e-6,2.1365500642286538e-7,1.8513434760112193e-7,2.530475415528466e-7
AddInteger/ExMemory 0/ExMemory 13,1.7663896367693474e-6,1.7220418675497362e-6,1.8313260105449008e-6,1.8467715395337897e-7,1.4835895752794453e-7,2.3244430820723026e-7
AddInteger/ExMemory 0/ExMemory 26,1.4973221492998389e-6,1.4677009865361087e-6,1.543459001464474e-6,1.2187013784740388e-7,9.568085558222763e-8,1.560602516056608e-7
AddInteger/ExMemory 0/ExMemory 264,1.773146462696272e-6,1.7272742130584685e-6,1.8560610358654977e-6,1.9115354590373472e-7,1.1891646387412792e-7,2.807723725104534e-7
AddInteger/ExMemory 0/ExMemory 2641,3.840738469231343e-6,3.6861353761502117e-6,4.026816749713131e-6,5.509389194390858e-7,4.204302529219614e-7,6.903343085360854e-7
AddInteger/ExMemory 0/ExMemory 26416,2.328142432775742e-5,2.230615650575946e-5,2.453903068445704e-5,3.921917081960014e-6,3.3385784119346194e-6,4.894828602460824e-6
AddInteger/ExMemory 0/ExMemory 264160,1.980329987654852e-4,1.9169083789791883e-4,2.0872660022350028e-4,2.659843030335178e-5,2.079347704672729e-5,3.485556570073328e-5
AddInteger/ExMemory 0/ExMemory 2641604,1.644288301670352e-3,1.6386330927651745e-3,1.656114493703733e-3,2.790547928937159e-5,1.6002821104149023e-5,4.944981075222738e-5
AddInteger/ExMemory 0/ExMemory 0,1.4272263705844555e-6,1.3939601455358143e-6,1.487317592416813e-6,1.4900690458967284e-7,8.940228721618244e-8,2.3349622836091293e-7
AddInteger/ExMemory 0/ExMemory 0,1.7187714440554658e-6,1.6762989569996204e-6,1.766611892812896e-6,1.7392845160518685e-7,1.4716274137859063e-7,2.4856776635222584e-7
AddInteger/ExMemory 0/ExMemory 0,1.6038486318789518e-6,1.5847216721158333e-6,1.6520300280423566e-6,9.460657196490093e-8,6.45651530789207e-8,1.6363649408139853e-7
AddInteger/ExMemory 0/ExMemory 0,1.641639760828671e-6,1.5957331916499435e-6,1.6996547840092666e-6,1.804821262878316e-7,1.3209340140924576e-7,2.2975375248463438e-7
AddInteger/ExMemory 0/ExMemory 0,1.7556183817196517e-6,1.6842395289994842e-6,1.8273597991452444e-6,2.4323141290526607e-7,2.073673105122042e-7,2.8728407299932165e-7
AddInteger/ExMemory 0/ExMemory 1,1.6146323261047758e-6,1.5700676054402586e-6,1.6568538123447665e-6,1.5561155558552977e-7,1.3166002879159024e-7,1.8404104882167063e-7
AddInteger/ExMemory 0/ExMemory 3,1.8137057762945137e-6,1.753750938539506e-6,1.8954222711622772e-6,2.5492685440044805e-7,2.0410792470928742e-7,3.0495123030867924e-7
AddInteger/ExMemory 0/ExMemory 6,1.692190344168966e-6,1.6267446923169715e-6,1.7854752380527368e-6,2.3871749384527977e-7,1.7933018565488092e-7,2.946192591921212e-7
AddInteger/ExMemory 0/ExMemory 13,1.7972273769713205e-6,1.7423024066242636e-6,1.8710769396839648e-6,2.294102318889435e-7,1.9399012080630103e-7,2.7889516356550314e-7
AddInteger/ExMemory 0/ExMemory 26,1.6753585633795923e-6,1.6061762204656624e-6,1.7359233081467536e-6,2.0637695107102215e-7,1.4853288427389827e-7,2.5570694449797446e-7
AddInteger/ExMemory 0/ExMemory 264,2.0228114450768156e-6,1.9503339817686605e-6,2.128862923745755e-6,2.843868139067783e-7,2.3659014963333213e-7,3.353565013937598e-7
AddInteger/ExMemory 0/ExMemory 2641,3.940170302171307e-6,3.819662612076942e-6,4.105599364471665e-6,5.171443799317082e-7,4.2035055541414054e-7,6.077653473805612e-7
AddInteger/ExMemory 0/ExMemory 26416,2.126060906678131e-5,2.07454410190118e-5,2.2208243298972926e-5,2.3313844838760828e-6,1.5896951399729817e-6,3.4846410255997105e-6
AddInteger/ExMemory 0/ExMemory 264160,2.071197771144266e-4,2.01193936094483e-4,2.1427145484706608e-4,2.3182947646686318e-5,2.0583961793168036e-5,2.6286009120608987e-5
AddInteger/ExMemory 0/ExMemory 2641604,1.6469640834409335e-3,1.641830551774319e-3,1.6549521610675548e-3,1.8688596364103186e-5,1.0507849053383864e-5,2.8718651864409594e-5
AddInteger/ExMemory 1/ExMemory 0,1.5507652333204692e-6,1.5150868264652127e-6,1.6028439289015842e-6,1.405671367953345e-7,8.392259324307847e-8,2.0766163133388528e-7
AddInteger/ExMemory 1/ExMemory 0,1.746281736935742e-6,1.660591657264554e-6,1.8215606020227253e-6,2.5329360221651385e-7,2.1385403924104981e-7,3.045840512060414e-7
AddInteger/ExMemory 1/ExMemory 0,1.6851978800386833e-6,1.623893437322314e-6,1.7503331394005316e-6,2.0837047955400025e-7,1.808472447745295e-7,2.5385432043860977e-7
AddInteger/ExMemory 1/ExMemory 0,1.6604646102211177e-6,1.6125529432379503e-6,1.7221946847380153e-6,1.7747407488008713e-7,1.26726991939807e-7,2.4820723889807405e-7
AddInteger/ExMemory 1/ExMemory 0,1.8413277431655598e-6,1.788638491115778e-6,1.9054091131117293e-6,2.295322716222376e-7,1.9061143067757075e-7,2.7341697569255643e-7
AddInteger/ExMemory 1/ExMemory 1,1.7711463015637646e-6,1.7250680260987376e-6,1.8112608347042572e-6,1.6787002112579353e-7,1.3035966630432373e-7,2.0805444105118515e-7
AddInteger/ExMemory 1/ExMemory 3,1.6821159431793292e-6,1.6311759094270851e-6,1.7624138507866426e-6,1.9831930602668306e-7,1.5352362242809378e-7,2.6631551066254116e-7
AddInteger/ExMemory 1/ExMemory 6,1.9154145189713726e-6,1.8327297943649913e-6,2.0188599599305034e-6,3.2924511372976284e-7,2.8462922318894236e-7,3.621472683238227e-7
AddInteger/ExMemory 1/ExMemory 13,1.6002234252735306e-6,1.5548560944438748e-6,1.6444168497626792e-6,1.5422004469689134e-7,1.2918020835495417e-7,1.879053797121653e-7
AddInteger/ExMemory 1/ExMemory 26,1.7107893924049707e-6,1.650273996253114e-6,1.7796968989444966e-6,2.1534378618829727e-7,1.7469004069345833e-7,2.594602912433814e-7
AddInteger/ExMemory 1/ExMemory 264,1.6589517060560326e-6,1.6187973635524088e-6,1.7291943176331179e-6,1.8981886804999375e-7,1.308692056637242e-7,3.106931485200157e-7
AddInteger/ExMemory 1/ExMemory 2641,3.7109965901916237e-6,3.572093782415879e-6,3.838447861591743e-6,5.053907573272946e-7,4.1661807320167143e-7,6.135888597178314e-7
AddInteger/ExMemory 1/ExMemory 26416,1.8333659724653242e-5,1.6811783901913466e-5,1.960574021317933e-5,4.581397554239172e-6,3.449515329274925e-6,5.468481746350767e-6
AddInteger/ExMemory 1/ExMemory 264160,1.5747948346828708e-4,1.4966268675811644e-4,1.6715462635205007e-4,3.1164579582322946e-5,2.7522253011833976e-5,3.492058939904097e-5
AddInteger/ExMemory 1/ExMemory 2641604,1.6380882647053427e-3,1.630547372976328e-3,1.6634805484984888e-3,4.655177423426304e-5,2.237584882445144e-5,8.896087734780521e-5
AddInteger/ExMemory 3/ExMemory 0,1.4915238823131376e-6,1.4563584996197252e-6,1.5416752974377082e-6,1.4814663415690415e-7,1.1201495570362839e-7,2.1313353395268163e-7
AddInteger/ExMemory 3/ExMemory 0,1.5133379355329176e-6,1.4825493398575609e-6,1.5441655643935681e-6,1.0865954276067632e-7,8.572444731849306e-8,1.3989038943231087e-7
AddInteger/ExMemory 3/ExMemory 0,1.7924139901703626e-6,1.734800801032613e-6,1.861069258349156e-6,2.096224441389187e-7,1.77879269918784e-7,2.4978581859444437e-7
AddInteger/ExMemory 3/ExMemory 0,1.531173199064266e-6,1.492035831763678e-6,1.5682901884036161e-6,1.088907463299148e-7,9.055701567971769e-8,1.2970652083127302e-7
AddInteger/ExMemory 3/ExMemory 0,1.6497127035222416e-6,1.5996398236743018e-6,1.7269992684971758e-6,2.0028544045477115e-7,1.5233181537290952e-7,2.983178889779005e-7
AddInteger/ExMemory 3/ExMemory 1,1.6315964526542108e-6,1.6006167374650412e-6,1.6654686412729081e-6,1.085481847357222e-7,6.961024793206192e-8,1.4664789429263984e-7
AddInteger/ExMemory 3/ExMemory 3,1.6640981151470787e-6,1.5918478396276547e-6,1.7246463340181006e-6,2.2283808274965855e-7,1.9465268457657076e-7,2.568219692033518e-7
AddInteger/ExMemory 3/ExMemory 6,1.69450870655144e-6,1.6208759972517175e-6,1.7786180942587641e-6,2.82711791267759e-7,2.2734372033347046e-7,3.305235404210352e-7
AddInteger/ExMemory 3/ExMemory 13,1.7752175271391473e-6,1.7035904092050308e-6,1.8676948076931432e-6,2.431874200201316e-7,1.7447887638010377e-7,3.159514738772607e-7
AddInteger/ExMemory 3/ExMemory 26,1.7071779055178899e-6,1.654119122678288e-6,1.76790025412522e-6,1.8108765846833216e-7,1.57266844547434e-7,2.144975715013648e-7
AddInteger/ExMemory 3/ExMemory 264,1.8008349854148265e-6,1.7272289127108085e-6,1.8827328820650357e-6,2.4133028934081265e-7,2.029114211754296e-7,2.874754353705868e-7
AddInteger/ExMemory 3/ExMemory 2641,3.2827295610824463e-6,3.1046234991522615e-6,3.4748772172117136e-6,6.196681360151144e-7,5.26811226351374e-7,8.253378121653144e-7
AddInteger/ExMemory 3/ExMemory 26416,1.6925530056569283e-5,1.58268725490055e-5,1.81556664015856e-5,3.753727484931208e-6,2.3089729339474383e-6,4.766890104375627e-6
AddInteger/ExMemory 3/ExMemory 264160,1.520408187292186e-4,1.42408546880103e-4,1.6470504970304028e-4,3.597690806208547e-5,3.104840201600209e-5,3.980672515870873e-5
AddInteger/ExMemory 3/ExMemory 2641604,1.6500538580607406e-3,1.642875485680587e-3,1.671734431433734e-3,4.420663129257957e-5,2.1936540297951546e-5,8.299502748527706e-5
AddInteger/ExMemory 6/ExMemory 0,1.4440264412638736e-6,1.43329433392778e-6,1.4610982305424494e-6,5.089836543271196e-8,4.098939939701718e-8,6.586163950301707e-8
AddInteger/ExMemory 6/ExMemory 0,1.626902690870725e-6,1.572737637501597e-6,1.696799064154459e-6,1.9240070848606033e-7,1.3828108324378707e-7,2.685528708289003e-7
AddInteger/ExMemory 6/ExMemory 0,1.717453148874579e-6,1.6540086078013253e-6,1.8005217905172284e-6,2.505472813683252e-7,1.7134042294418688e-7,3.209637405483479e-7
AddInteger/ExMemory 6/ExMemory 0,1.6598284092559552e-6,1.6159371749160014e-6,1.7075000572973e-6,1.664409038877604e-7,1.372382387660309e-7,2.3446134885281926e-7
AddInteger/ExMemory 6/ExMemory 0,1.709555288349299e-6,1.6608803982964148e-6,1.7724279438297374e-6,2.1588044823888167e-7,1.7508102322992043e-7,2.6129510909226125e-7
AddInteger/ExMemory 6/ExMemory 1,1.604750089759301e-6,1.5531065164366736e-6,1.6826115017747102e-6,1.8371567726310487e-7,1.5435047593202167e-7,2.2566187123688752e-7
AddInteger/ExMemory 6/ExMemory 3,1.83191147842266e-6,1.7679902369958962e-6,1.9089698823225786e-6,2.3424587068725558e-7,2.02215278265076e-7,2.883146264515554e-7
AddInteger/ExMemory 6/ExMemory 6,1.6507192826357156e-6,1.601046866124496e-6,1.7101992120708844e-6,1.8213553254924465e-7,1.4102596476604313e-7,2.465304855654046e-7
AddInteger/ExMemory 6/ExMemory 13,1.725984725877817e-6,1.6473172032926451e-6,1.8041900719344373e-6,2.5466922600644384e-7,2.2272718721715034e-7,3.045931175257638e-7
AddInteger/ExMemory 6/ExMemory 26,1.7045384266319385e-6,1.6527477281842222e-6,1.751944203560302e-6,1.89408608848938e-7,1.2353512528204795e-7,2.310520289346242e-7
AddInteger/ExMemory 6/ExMemory 264,1.8598884779213355e-6,1.8030508024920029e-6,1.9554876773836477e-6,2.3384910637336805e-7,1.5398884505462326e-7,3.8068032179750597e-7
AddInteger/ExMemory 6/ExMemory 2641,3.1331417609173655e-6,3.01130836832728e-6,3.248310121013592e-6,4.128736964268172e-7,3.5729552848579625e-7,5.116863732614619e-7
AddInteger/ExMemory 6/ExMemory 26416,2.040132123386457e-5,1.917433534261472e-5,2.1904587574639414e-5,4.913786501831582e-6,4.460774859526605e-6,5.2648543088380375e-6
AddInteger/ExMemory 6/ExMemory 264160,1.521847630902188e-4,1.4303909338990773e-4,1.605959360091568e-4,3.2697068401226525e-5,2.7061954397661037e-5,3.878741168462069e-5
AddInteger/ExMemory 6/ExMemory 2641604,1.639645872417071e-3,1.6332983390857818e-3,1.6524970089820084e-3,3.0061403441029325e-5,1.581424342312504e-5,4.688602008153114e-5
AddInteger/ExMemory 13/ExMemory 0,1.495384519876176e-6,1.4658439917499776e-6,1.5350303306728383e-6,1.0059555769352954e-7,7.140647528234875e-8,1.3468269670735435e-7
AddInteger/ExMemory 13/ExMemory 0,1.5364817571666444e-6,1.4937940842017591e-6,1.596808997568245e-6,1.6193860814761684e-7,1.2637674036096286e-7,2.2621368096329406e-7
AddInteger/ExMemory 13/ExMemory 0,1.6790923690674644e-6,1.6075017404820232e-6,1.7544365138607522e-6,2.417785427109621e-7,2.0808642301473644e-7,2.880537698314419e-7
AddInteger/ExMemory 13/ExMemory 0,1.4852265559993865e-6,1.446298235348816e-6,1.5206760250090112e-6,1.3750065315709176e-7,1.1968033027939837e-7,1.7317717777655697e-7
AddInteger/ExMemory 13/ExMemory 0,1.4524605158832359e-6,1.4208673128761895e-6,1.4957594839463414e-6,1.246510864196554e-7,8.526270128201143e-8,1.6291034400156526e-7
AddInteger/ExMemory 13/ExMemory 1,1.5091208557082632e-6,1.4808303527569013e-6,1.5528622237581176e-6,1.1712183034906536e-7,8.320451535474825e-8,1.725916394562628e-7
AddInteger/ExMemory 13/ExMemory 3,1.6351350818667518e-6,1.582152389389554e-6,1.7084706915509087e-6,2.0259688846420374e-7,1.754026492903116e-7,2.3827446574359447e-7
AddInteger/ExMemory 13/ExMemory 6,1.6063256716616774e-6,1.5515211067210692e-6,1.6652964667667398e-6,1.8874806833893878e-7,1.4777105092487517e-7,2.4552885683582536e-7
AddInteger/ExMemory 13/ExMemory 13,1.5850553209935847e-6,1.5441150873063055e-6,1.6417618179617921e-6,1.946018335820278e-7,1.6797687073531883e-7,2.3159797605852468e-7
AddInteger/ExMemory 13/ExMemory 26,1.5127269584451161e-6,1.4842285076498118e-6,1.5577644627825547e-6,1.1814388884549464e-7,8.809188655994876e-8,1.6018436548150882e-7
AddInteger/ExMemory 13/ExMemory 264,1.7900870513231564e-6,1.7345104500272836e-6,1.8750515019664957e-6,2.4909779001753343e-7,1.9717030540334362e-7,3.1924220436046715e-7
AddInteger/ExMemory 13/ExMemory 2641,3.6825122627055354e-6,3.5892418419480043e-6,3.7980281302457137e-6,3.3282430075867536e-7,2.809638380235112e-7,4.303540669280869e-7
AddInteger/ExMemory 13/ExMemory 26416,1.923897542869373e-5,1.8201960660557167e-5,2.0684225588698177e-5,4.297762073170822e-6,3.739973790783447e-6,5.1943442444182585e-6
AddInteger/ExMemory 13/ExMemory 264160,1.572934280150248e-4,1.471719008161958e-4,1.6570390075724636e-4,3.1914468689824215e-5,2.6433340761688224e-5,3.650812185775794e-5
AddInteger/ExMemory 13/ExMemory 2641604,1.6369035573347407e-3,1.630196818913815e-3,1.6488347973971675e-3,3.138946710962614e-5,1.897498012717635e-5,4.787186175723813e-5
AddInteger/ExMemory 26/ExMemory 0,1.5537736507237915e-6,1.5204751903121305e-6,1.5851194996098923e-6,1.112093651351915e-7,9.418555873624697e-8,1.3076808593273867e-7
AddInteger/ExMemory 26/ExMemory 0,1.639400875925143e-6,1.5894243203069174e-6,1.6868971580079773e-6,1.6495087632081167e-7,1.2531048674164941e-7,2.1530407397041283e-7
AddInteger/ExMemory 26/ExMemory 0,1.6319878330175402e-6,1.5632484898291618e-6,1.7110808239568148e-6,2.528589626582879e-7,1.9395884352012604e-7,3.260885241439998e-7
AddInteger/ExMemory 26/ExMemory 0,1.5676322770230777e-6,1.542298642086877e-6,1.6035875744223999e-6,1.0829087470021258e-7,7.680402761995728e-8,1.4645365347106767e-7
AddInteger/ExMemory 26/ExMemory 0,1.8776544341791764e-6,1.8031021721572845e-6,1.943869086563411e-6,2.399386809290313e-7,2.0790916142780237e-7,2.778113255753102e-7
AddInteger/ExMemory 26/ExMemory 1,1.5658572731370885e-6,1.5341915096218254e-6,1.6009476704992892e-6,1.0630326568144844e-7,9.154950096726196e-8,1.2739776553042326e-7
AddInteger/ExMemory 26/ExMemory 3,1.8086478334460343e-6,1.749449007783967e-6,1.8844334318765384e-6,2.1998447952451952e-7,1.4994821313423732e-7,2.882483723333831e-7
AddInteger/ExMemory 26/ExMemory 6,1.5337645866645934e-6,1.4990945766847838e-6,1.6300765714679583e-6,1.6616681964696963e-7,1.1944067519037751e-7,2.559242195922258e-7
AddInteger/ExMemory 26/ExMemory 13,1.8642285590748108e-6,1.7897946881468385e-6,1.9211853720302486e-6,2.202728139154917e-7,1.9696970818600123e-7,2.442987391388991e-7
AddInteger/ExMemory 26/ExMemory 26,1.679403266618465e-6,1.6210250486810471e-6,1.7462386180546506e-6,2.477983526680307e-7,2.2133896659585388e-7,2.981766060985177e-7
AddInteger/ExMemory 26/ExMemory 264,1.9687077014938327e-6,1.9004584350536015e-6,2.051322833909366e-6,2.3805287972453976e-7,1.607561897185351e-7,3.007299853955419e-7
AddInteger/ExMemory 26/ExMemory 2641,3.622046697848031e-6,3.462927786826392e-6,3.8077742007349885e-6,5.90696953836725e-7,5.091488063441274e-7,6.702911095450895e-7
AddInteger/ExMemory 26/ExMemory 26416,1.7112927256718133e-5,1.5972155351073828e-5,1.8424623779530834e-5,4.127254162937549e-6,3.136881035804174e-6,5.182643837832385e-6
AddInteger/ExMemory 26/ExMemory 264160,1.8282810292884574e-4,1.761167140156319e-4,1.8785624173609606e-4,2.1988124462784267e-5,1.8087814016131293e-5,2.5783857051079622e-5
AddInteger/ExMemory 26/ExMemory 2641604,1.6577128168863645e-3,1.6502854081572723e-3,1.6684649650563507e-3,3.411080861818247e-5,2.6718889262145217e-5,5.0763344829956495e-5
AddInteger/ExMemory 264/ExMemory 0,1.8792521705534959e-6,1.8412277908601584e-6,1.9177888171525787e-6,1.2013605156979526e-7,9.444278596427269e-8,1.5908223574365086e-7
